"V1"
3,31924996117431
3,27842832393108
3,27669010136099
3,28997106615954
3,32796173661279
3,32754883216281
3,32920050265929
3,33249525361952
3,34394291615057
3,32589504012294
3,30582709338469
3,31067099790439
3,29179288531085
3,27929592694837
3,236773776676
3,23948549896351
3,26047263594057
3,26267994123976
3,20645472136864
3,20645472136864
3,2212697970288
3,20692088853536
3,24488624194343
3,26135610447341
3,22493932464192
3,22905175403453
3,20692088853536
3,21712525351188
3,20458690272424
3,20924887412205
3,23223838683944
3,21873857544993
3,18381226038603
3,13792786090714
3,17326073680568
3,17998783395673
3,18381226038603
3,14588861519474
3,17181277038583
3,19425356980268
3,18667101222671
3,21573951177597
3,24578303708013
3,2406506629403
3,18453523890003
3,18741706645247
3,17729370819495
3,19791282860427
3,18067942212984
3,16166836041353
3,2120507469207
3,2519552186647
3,25823033676234
3,26579811230821
3,33144436419458
3,33393262327012
3,39265499918434
3,38677852781453
3,37968122711634
3,36733720844072
3,41123120737937
3,38481230986483
3,36493034477588
3,39888567840059
3,35443363791528
3,34995969976329
3,37293075153984
3,38520532092659
3,38913353858134
3,40276012660661
3,37213331735095
3,33144436419458
3,2993744532095
3,34136174018553
3,37053746675184
3,364127298246
3,38323580059986
3,40546300427765
3,42946894800395
3,41276396343362
3,40198640363577
3,37531811694523
3,3887410560922
3,39927379943021
3,36773776680077
3,35443363791528
3,38007619144384
3,37571556022839
3,3697380178304
3,34053918011526
3,34669297224647
3,37213331735095
3,4050777101073
3,40969656109433
3,39810931849935
3,3887410560922
3,36493034477588
3,32811627184838
3,32811627184838
3,34300486862
3,34300486862
3,31932799829864
3,35280905674452
3,37928515272037
3,37452309852574
3,38165754983222
3,3588880315768
3,3515887726581
3,35524502709945
3,34546544403871
3,32561322818102
3,32561322818102
3,3515887726581
3,34791899547595
3,36493034477588
3,35036724315925
3,33310424814672
3,34791899547595
3,31680257845568
3,30279890798365
3,32561322818102
3,32686592812807
3,31300290508613
3,33899323597108
3,32310372335729
3,38638576253767
3,36733720844072
3,3294982085852
3,33449221281547
3,35666033515172
3,37834767071823
3,37476585971154
3,40306966118581
3,37953953450935
3,36030725982129
3,40190629698896
3,37476585971154
3,38428944470442
3,41348017173433
3,41002183142425
3,40770949839435
3,39957563400669
3,37237003783966
3,37953953450935
3,34932542865592
3,363941832309
3,38428944470442
3,3699699066269
3,38665647321235
3,39606855167037
3,38191717388113
3,40306966118581
3,44296088482402
3,46177688873545
3,45407205001853
3,46177688873545
3,46615340938172
3,45848225232092
3,45627970859094
3,44742041229228
3,45407205001853
3,44853204265612
3,47809064272349
3,49520313531491
3,50049185603709
3,51307039489723
3,51098492356273
3,47051073512261
3,48988717987007
3,4877527741511
3,47593051074551
3,4962633801415
3,4962633801415
3,51098492356273
3,50784861398673
3,49732219925596
3,49732219925596
3,4962633801415
3,45738131900222
3,47051073512261
3,46177688873545
3,45517615691593
3,44853204265612
3,46724432705561
3,48024544099084
3,47916874558363
3,50365140756785
3,4962633801415
3,4782506407683
3,49007232391266
3,49964203779824
3,49646189375706
3,51121457813251
3,50597094509722
3,49007232391266
3,48256530315953
3,45749626880744
3,41924602063939
3,46409699802869
3,47716885926768
3,4396786227554
3,43742847008115
3,4396786227554
3,37469011441484
3,32805595251163
3,39838790544386
3,39015712839262
3,37469011441484
3,37708527387959
3,410029794148
3,42496332112114
3,41809884386135
3,40422565846666
3,39721666912867
3,41924602063939
3,42724127598195
3,42039234070524
3,42039234070524
3,40771194904698
3,36141259211436
3,38660942629985
3,38185868873178
3,38423696346035
3,36988241292921
3,33431774001705
3,34795703510341
3,3038972565627
3,32048994755139
3,3154133239353
3,3293113647775
3,32679899811236
3,32427990757697
3,3528711898409
3,36505138206211
3,41234168591396
3,40887132813776
3,40072723782853
3,43178183896944
